left_eye_x,left_eye_y,left_eye_height,left_eye_width,right_eye_x,right_eye_y,right_eye_height,right_eye_width,nose_x,nose_y,nose_height,nose_width,mouth_x,mouth_y,mouth_height,mouth_width
66.24866165416667,39.53989774436667,19.599809924786673,25.601251127760005,30.012150375966666,37.0668270677,17.032247819619997,-26.258353082720003,46.033804511300005,51.759771428575,33.16818766918,27.903157894749995,44.063278195500004,78.69509774435,17.972800000025003,42.35505563912999
64.63727659576666,35.477197163099994,13.499774184269988,27.11148936177001,30.152170212766674,33.651563120566664,15.50804652477666,-28.449838297870002,46.92820425532,48.8908425532,30.90161021278,22.06025531915,45.924085106375,77.03659574470001,21.45293617023501,27.688782978739997
65.15115789473333,35.85052631583333,12.626332631733325,25.459326315830012,31.18610526316667,35.94461052633333,12.833317894723326,-27.94301052631,47.8393263158,49.09316842107499,31.89731368424,24.41526315785,47.274789473675,73.649368421075,15.04420000003,35.225621052570006
65.84793043476667,38.256639999966666,15.30945947820667,23.624097391289993,31.649669565233335,38.00793043476667,16.562181565196674,-23.33484521742,50.470288695659995,50.534879999975004,32.77962573912,25.3690434782,51.1771826087,73.8148173913,14.767860869589995,36.85940869559
65.9357055215,39.70899631903333,18.709426257683333,22.56471165651999,30.57776687116667,38.480706748433334,16.88924073613334,-24.32052220851,46.14219386502,54.328255214725004,32.248272883439995,25.5315828221,45.263263803675,78.77477300615,19.505590184045005,38.32355337421
69.81442990656667,40.436635514033334,15.250317757033338,25.902100934599993,29.116710280400003,38.4988411215,15.731274766349998,-26.904807476690003,49.71866915886,54.20613084109999,35.54242990652,29.670953271,48.899999999974995,84.131663551375,21.640583177554998,42.74225046728
63.6518657718,34.5780402685,14.253165100679995,19.320547651020007,29.482953020100002,33.3300402685,13.091565100680002,-22.805347651019996,45.81880268454,46.74346308725001,29.21222013424,22.4594899329,45.055892617425,71.00263087245,19.309551677859996,28.44853691277
67.53848543689999,39.96882330096667,23.444003106846676,30.927984466060007,29.286524271833333,40.0382446602,23.367639611690002,-30.698330097050004,48.391642718419995,52.27402718442501,33.31175766988,29.3657475728,48.412543689325,80.9108737864,25.796054368979995,47.651184465949996
65.80266666666667,35.99466666666667,20.15716266666667,23.942336,28.047786666666667,36.94805333333334,18.03835733333335,-25.798783999999998,47.955072,49.34224,30.864,28.316160000000004,48.855999999999995,74.72688,21.672864000000004,44.619328
64.67138461536666,37.290420512800004,18.151466666630014,20.8736,29.5606153846,39.307076923100006,16.84015384612001,-21.781353846230004,48.5003076923,49.803846153849996,31.615015384640003,27.639384615399997,49.339076923075,71.46169230767501,15.883230769164996,42.90320000004999
64.69011320753333,35.1523018868,15.13865660383999,24.487245283049994,29.207547169800005,34.88241509436667,17.21479245291668,-24.04193207548,46.36872452832,46.929056603775,29.896573584920006,23.677132075449997,45.968830188675,72.326943396225,22.615849056644993,29.990852830119998
66.97626666666666,40.3632,16.77984,27.92327999999999,30.508533333333332,39.409866666666666,17.041786666666663,-31.46176,48.21808,52.31060000000001,33.72816,26.4572,47.8784,82.7898,27.71835999999999,36.71824
66.508,38.00715789473333,20.167515789483335,23.596736842140004,30.723578947366672,38.126105263166664,20.429200000036662,-22.044694736790003,49.29524210524001,49.882263157924996,31.75894736844,24.88610526315,49.497789473675,75.34184210527499,21.747999999984994,37.426863157839996
65.27037908496668,35.40747712416667,12.750222222136669,18.815435294039997,32.555503267966664,33.818352941166665,11.901050980316667,-19.467670588190003,47.49201568628,46.366901960774996,28.647278431359997,22.853647058800004,46.202196078425,68.3791372549,17.12319999999999,28.798619607810004
67.1087719298,39.43971929826667,18.07736140356667,24.011031579040008,28.596210526333333,37.055999999966666,18.215073684096666,-22.76884210524,47.18753684212,50.322315789475,32.620799999999996,28.60210526315,45.7197894737,76.3837894737,20.227999999985002,39.14012631581
68.39780392153334,36.4611764706,21.899852549080006,25.90996078440001,28.018196078433334,37.48956862746667,19.22720627457667,-27.143341176490004,49.59134117646,50.271686274524995,31.803356862780007,27.480470588249997,49.9137254902,78.593411764725,20.852266666634996,35.72461176478999
66.256,34.1515529412,11.914035294150002,19.432729411699995,30.50329411763333,36.25465882356667,11.37027294120668,-23.032447058829998,49.32607058822,50.97631764707501,30.96420705886,26.18329411765,50.272411764699996,74.95147058825,17.189588235255002,37.31887058822
